"name_clean","leaid1","years1","state1","leaid_name1","name_raw1","leaid2","years2","state2","leaid_name2","name_raw2"
"jay smith","4811550","2011-2014","tx","Brookesmith Isd","Jay Smith","1737320","2022-2023","il","St George Ccsd 258","Dr. Jay P Smith"
"jean broadwater","5507410","2009","wi","Kewaunee School District","Jean Broadwater","2600972","2014-2015","mi","Michigan Virtual Charter Academy","Jean Broadwater"
"jean claude brizard","1709930","2010-2011","il","City Of Chicago Sd 299","Mr. Jean-Claude Brizard","3624750","2010","ny","Rochester City Sd","Mr. Jean-Claude Brizard"
"jeff craig","1914670","2013","ia","Interstate 35","Jeff Craig","1704710","2014, 2017-2023","il","Aurora West Usd 129","Dr. Jeff Craig"
"jeff davis","627850","2019-2021","ca","Oak Park Unified","Jeff Davis","2930750","2019-2020","mo","Van Buren R-I","Jeff Davis"
"jeff holmes","4008850","2012-2022","ok","Coweta","Jeff Holmes","1712030","2014, 2022","il","Deland-Weldon Cusd 57","Dr. Jeffrey Holmes"
"jeff holmes","4008850","2012-2022","ok","Coweta","Jeff Holmes","1724750","2023","il","Maroa Forsyth Cusd 2","Dr. Jeff Holmes"
"jeff perry","5104080","2010-2014","va","Wise County","Dr. Jeff Perry","4700001","2017-2021","tn","Hamblen County","Mr. Charlie Perry"
"jeff turner","4824590","1995-1997","tx","Jacksonville Isd","Jeff Turner","609570","2018","ca","Colusa Unified","Jeff Turner"
"jeffery smith","3174640","2015-2020","ne","Oakland Craig Public Schools","Jeffery Smith","5101800","2015-2023","va","Hampton ","Dr. Jeffery O. Smith"
"jeffrey alstadt","1700323","2017-2018","il","Crescent Iroquois Cusd 249","Dr. Jeffrey Alstadt","5512390","2019-2020","wi","Randall J1 School District","Jeffrey Alstadt"
"jeffrey cassell","3904861","2009-2010","oh","Bethel Local","Jeffrey S. Cassell","5103930","2013-2024","va","Waynesboro ","Dr. Jeffrey D. Cassell"
"jeffrey lewis","3904515","2005-2008","oh","Xenia Community City","Jeffrey K. Lewis","500076","2020-2024","ar","Ozark Mountain School District","Lewis, Jeff"
"jeffrey mccartney","5512300","2009-2013","wi","Princeton School District","Jeffrey Mccartney","1705430","2014, 2017","il","Beecher Cusd 200u","Mr. Jeffrey McCartney"
"jeffrey mccartney","5512300","2009-2013","wi","Princeton School District","Jeffrey Mccartney","1742900","2018-2023","il","Winthrop Harbor Sd 1","Mr. Jeffrey McCartney"
"jeffrey miller","3415030","2011-2013","nj","Somers Point School District","Jeffrey Miller","4223010","2014","pa","Susquehanna Township SD","JEFFREY MILLER"
"jeffrey weaver","4817760","1999-2001","tx","Eanes Isd","Jeffrey Weaver","3904438","2005","oh","Medina City","Jeffrey W. Weaver"
"jeffrey weaver","4817760","1999-2001","tx","Eanes Isd","Jeffrey Weaver","3904493","2006-2011","oh","Upper Arlington City","Jeffrey W. Weaver"
"jennifer brown","2607590","2015","mi","Cadillac","Jennifer Brown","1301920","2021-2023","ga","Early County","JENNIFER BROWN"
"jere hochman","2923580","2003","mo","Parkway C-2","JERE HOCHMAN","3619950","2010-2015","ny","Bedford Csd","Dr. Jere Hochman"
"jeremy christiansen","3100004","2018-2024","ne","Laurel-Concord-Coleridge School","JEREMY CHRISTIANSEN","1909570","2023-2024","ia","Boyer Valley Comm School District","Jeremy  Christiansen"
"jeremy williams","1302310","2017-2023","ga","Gainesville City","JEREMY WILLIAMS","4817960","2022-2024","tx","Eastland Isd","Jeremy Williams"
"jeremy williams","1800054","2015-2017","in","East Chicago Lighthouse Charter","Jeremy Williams","1302310","2017-2023","ga","Gainesville City","JEREMY WILLIAMS"
"jeremy williams","1800054","2015-2017","in","East Chicago Lighthouse Charter","Jeremy Williams","4817960","2022-2024","tx","Eastland Isd","Jeremy Williams"
"jerry chambers","1742960","2003","il","Wolf Branch Sch Dist 113","DR JERRY R CHAMBERS ","2920670","2007","mo","Mehlville R-Ix","JERRY CHAMBERS"
"jerry jennex","2607800","2008, 2011","mi","Capac","Jerry Jennex","639840","2022","ca","Trona Joint Unified","Jerry Jennex"
"jerry johnson","2606000","2015","mi","Blissfield","Jerry Johnson","4011250","2022-2024","ok","Fairland","Jerry Johnson"
"jerry parrett","2916710","2003-2009","mo","Kirbyville R-Vi","JERRY PARRETT","510920","2009-2014","ar","Omaha School District","PARRETT, JERRY"
"jerry phillips","3100002","2001-2012","ne","David City Public Schools","JERRY PHILLIPS","2607620","2008, 2012","mi","Caledonia","Jerry Phillips"
"jerry schutz","1731920","2012-2013","il","Pleasant Plains Cusd 8","Mr. Jerry Schutz","1913290","2014-2017","ia","Grundy Center Comm School District","Jerry Schutz"
"jerry schutz","5510320","2008","wi","Neenah School District","Jerry Schutz","1731920","2012-2013","il","Pleasant Plains Cusd 8","Mr. Jerry Schutz"
"jerry schutz","5510320","2008","wi","Neenah School District","Jerry Schutz","1913290","2014-2017","ia","Grundy Center Comm School District","Jerry Schutz"
"jerry scott","4800001","1990-1994","tx","Crosbyton Isd","Jerry Scott","622950","2008-2009","ca","Lost Hills Union Elementary","Jerry Scott"
"jerry williams","4822680","1991-1992","tx","Hartley Isd","Jerry Williams","3172570","2001-2005","ne","Kimball Public Schools","JERRY WILLIAMS"
"jessica johnson","4816410","2013-2024","tx","Dayton Isd","Jessica Johnson","5507260","2022-2024","wi","Dodgeland School District","Jessica Johnson"
"jim howard","4111610","2014","or","South Umpqua SD 19","Jim Howard","2004830","2021-2024","ks","North Jackson","Jim Howard"
"jim howard","4111610","2014","or","South Umpqua SD 19","Jim Howard","2007530","2016-2018","ks","Hoxie Community Schools","Howard, Jim"
"jim tankersley","4827060","2001-2017","tx","Leary Isd","Jim Tankersley","500405","2017-2019","ar","Cossatot River School District","TANKERSLEY, JIM"
"joann andrees","904950","2007","ct","West Haven School District","joann andrees","2635820","2008, 2011","mi","West Bloomfield","JoAnn Andrees"
"joe fox","4810230","1990-1991","tx","Birdville Isd","Joe Fox","1800005","2014","in","In State Department Of Health","Joe Fox"
"joel applegate","3105460","2013-2018","ne","Cozad Community Schools","JOEL APPLEGATE","2010080","2021-2024","ks","Oberlin","Dr. Joel Applegate"
"john allison","4216110","2008","pa","Mt Lebanon SD","JOHN ALLISON","2010140","2017-2018","ks","Olathe","Allison, John"
"john allison","4216110","2008","pa","Mt Lebanon SD","JOHN ALLISON","2012990","2009-2016","ks","Wichita","Allison, John"
"john allison","4216110","2008","pa","Mt Lebanon SD","JOHN ALLISON","4825260","2023","tx","Keller Isd","John Allison"
"john arrington","1738970","2012","il","Thornton Twp Hsd 205","Mr. John Arrington","4808730","2018-2024","tx","Arp Isd","John Arrington"
"john bailey","4820850","2002-2004","tx","Glen Rose Isd","John Bailey","2600070","2008","mi","Northwest Academy","John Bailey"
"john barrett","2011190","2021","ks","Rolla","John Barrett","4012000","2024","ok","Fort Supply","John Barrett"
"john bell","4207530","2012-2021","pa","Delaware Valley SD","John Bell","3623520","2023-2024","ny","Port Jervis City Sd","JOHN BELL"
"john brazell","3100116","2001-2006","ne","Freeman Public Schools","JOHN BRAZELL","1903660","2007-2009","ia","Anitacomm School District","John Brazell"
"john collins","631530","2008-2014","ca","Poway Unified","John Collins","2926040","2013-2016","mo","Raymondville R-Vii","JOHN COLLINS"
"john cox","4023730","2012-2024","ok","Peggs","John Cox","2012900","2023-2024","ks","Weskan","John Cox"
"john davis","635670","2017","ca","Santa Maria Joint Union High","John Davis","4832910","2018","tx","Normangee Isd","John Davis"
"john davis","3413380","2016-2017","nj","Port Republic School District","John Davis","4832910","2018","tx","Normangee Isd","John Davis"
"john davis","3413380","2016-2017","nj","Port Republic School District","John Davis","635670","2017","ca","Santa Maria Joint Union High","John Davis"
"john deiter","2611550","2011-2012, 2014-2015","mi","Dewitt","John Deiter","1717850","2021-2023","il","Northbrook Esd 27","Dr. John B Deiter"
"john eyerly","5516440","2011-2016","wi","Westfield School District","John Eyerly","1912480","2017-2018","ia","George-Little Rock Comm School District","John Eyerly"
"john ferguson","5103480","2011-2024","va","Scott County","Mr. John Ferguson","4825920","2015-2018","tx","Kountze Isd","John Ferguson"
"john fitzsimons","3616830","2010","ny","Lawrence Ufsd","Dr. John T Fitzsimons","3417310","2015","nj","Weehawken Public School District","John Fitzsimons"
"john goetz","902550","2011","ct","Monroe School District","john goetz","3616080","2014","ny","Katonah-Lewisboro Ufsd","Mr. John Goetz"
"john gordon","4020160","2012-2014","ok","Moffett","John Gordon","5103710","2019-2024","va","Suffolk ","Dr. John Gordon III"
"john harper","1731740","2003-2012","il","Plainfield School Dist 202","DR JOHN HARPER ","1300330","2008-2017","ga","Bartow County","HARPER, JOHN F"
"john harper","1731740","2003-2012","il","Plainfield School Dist 202","DR JOHN HARPER ","1304980","2004-2006","ga","Tift County","HARPER, JOHN F"
"john hill","1715660","2003-2004","il","Fox River Grove Cons S D 3","MR JOHN HILL ","2607320","2008","mi","Bullock Creek","John Hill"
"john james","3105820","2001-2003","ne","Dawson-Verdon Public Schools","JOHN JAMES","2911940","2005-2017","mo","Mid-Buchanan Co. R-V","JOHN JAMES"
"john johnson","1930870","2007-2010","ia","West Centralcomm School District","John Johnson","4206090","2009-2014","pa","Clarion-Limestone Area SD","JOHN JOHNSON"
"john key","1300360","2004-2008","ga","Ben Hill County","KEY, JOHN R.","4800024","2017","tx","Waco Charter School","John Key"
"john key","1300360","2004-2008","ga","Ben Hill County","KEY, JOHN R.","4821810","2004-2006","tx","Groesbeck Isd","John Key"
"john link","1719420","2003","il","Hollis Cons School Dist 328","JOHN LINK ","2911700","2007-2015","mo","Fair Grove R-X","JOHN LINK"
"john link","1719420","2003","il","Hollis Cons School Dist 328","JOHN LINK ","2913770","2003-2006","mo","Hartville R-Ii","JOHN LINK"
"john link","1719420","2003","il","Hollis Cons School Dist 328","JOHN LINK ","2915600","2016-2021","mo","Jackson R-Ii","JOHN LINK"
"john malloy","4800074","2004","tx","Pineywoods Community Acad","John Malloy","635130","2018-2021","ca","San Ramon Valley Unified","John Malloy"
"john marshall","1738490","2003-2012","il","V I T Comm Unit Sch District 2","JOHN MARSHALL ","3600012","2013-2015","ny","Bolivar-Richburg Csd","Mr. John R Marshall"
"john marshall","1738490","2003-2012","il","V I T Comm Unit Sch District 2","JOHN MARSHALL ","3605220","2016-2024","ny","Bradford Csd","JOHN MARSHALL"
"john marshall","1738490","2003-2012","il","V I T Comm Unit Sch District 2","JOHN MARSHALL ","3904720","2005-2007","oh","Ledgemont Local","John R. Marshall"
"john marshall","3904720","2005-2007","oh","Ledgemont Local","John R. Marshall","3600012","2013-2015","ny","Bolivar-Richburg Csd","Mr. John R Marshall"
"john marshall","3904720","2005-2007","oh","Ledgemont Local","John R. Marshall","3605220","2016-2024","ny","Bradford Csd","JOHN MARSHALL"
"john martin","2913140","2003-2006","mo","Grandview C-4","JOHN MARTIN","4822170","2021-2024","tx","Hallsville Isd","John Martin"
"john moore","500044","2007-2012","ar","Magnolia School District","MOORE, JOHN H.","4820250","2020-2024","tx","Galena Park Isd","John Moore"
"john perdue","1904860","2004","ia","Bettendorf Comm School District","John Perdue","1740500","2006-2014","il","Ccsd 89","DR JOHN S PERDUE"
"john phillips","1303870","2003-2008, 2012","ga","Muscogee County","PHILLIPS,JOHN A. DR.","1900015","2010","ia","Sibley-Ocheyedan","John Phillips"
"john phillips","1303870","2003-2008, 2012","ga","Muscogee County","PHILLIPS,JOHN A. DR.","1930720","2004-2007","ia","West Bend-Mallard Comm School District","John Phillips"
"john phillips","4817760","1992-1997","tx","Eanes Isd","John Phillips","1303870","2003-2008, 2012","ga","Muscogee County","PHILLIPS,JOHN A. DR."
"john phillips","4817760","1992-1997","tx","Eanes Isd","John Phillips","1900015","2010","ia","Sibley-Ocheyedan","John Phillips"
"john phillips","4817760","1992-1997","tx","Eanes Isd","John Phillips","1930720","2004-2007","ia","West Bend-Mallard Comm School District","John Phillips"
"john ramos","900450","2007-2011","ct","Bridgeport School District","john j. ramos","3415330","2015-2016","nj","South Orange-Maplewood School District","John Ramos"
"john ramos","900450","2007-2011","ct","Bridgeport School District","john j. ramos","4813170","2015-2020","tx","Castleberry Isd","John Ramos"
"john ramos","900450","2007-2011","ct","Bridgeport School District","john j. ramos","4826610","2013-2014","tx","Lamesa Isd","John Ramos"
"john ramos","3415330","2015-2016","nj","South Orange-Maplewood School District","John Ramos","4813170","2015-2020","tx","Castleberry Isd","John Ramos"
"john reed","1801230","2010","in","Medora Community School Corp","Dr John Reed","2929490","2011","mo","Stewartsville C-2","JOHN REED"
"john reed","1801230","2010","in","Medora Community School Corp","Dr John Reed","902910","2013","ct","Newtown School District","dr. john reed"
"john reed","2929490","2011","mo","Stewartsville C-2","JOHN REED","902910","2013","ct","Newtown School District","dr. john reed"
"john reynolds","904470","2007-2009","ct","Suffield School District","john f. reynolds","4821090","2018","tx","Goodrich Isd","John Reynolds"
"john reynolds","904470","2007-2009","ct","Suffield School District","john f. reynolds","4833690","2018","tx","Onalaska Isd","John Reynolds"
"john reynolds","904470","2007-2009","ct","Suffield School District","john f. reynolds","5103370","2010-2012","va","Rockbridge County","Mr. John T. Reynolds"
"john reynolds","5103370","2010-2012","va","Rockbridge County","Mr. John T. Reynolds","4821090","2018","tx","Goodrich Isd","John Reynolds"
"john reynolds","5103370","2010-2012","va","Rockbridge County","Mr. John T. Reynolds","4833690","2018","tx","Onalaska Isd","John Reynolds"
"john sawyer","4826190","1994-2001","tx","La Porte Isd","John Sawyer","1700110","2003","il","North Chicago School Dist 187","JOHN SAWYER "
"john sawyer","4826190","1994-2001","tx","La Porte Isd","John Sawyer","1735340","2007-2012","il","Sandridge Sd 172","Dr John Sawyer III"
"john smith","2614570","2008, 2011","mi","Forest Area","John Smith","3904371","2011","oh","Canton City","John C. Smith"
"john smith","2614570","2008, 2011","mi","Forest Area","John Smith","4011850","2012-2024","ok","Forest Grove","John Smith"
"john smith","3904371","2011","oh","Canton City","John C. Smith","4011850","2012-2024","ok","Forest Grove","John Smith"
"john stanford","3904380","2017","oh","Columbus City","John Stanford","4202280","2022","pa","Allentown City SD","JOHN STANFORD"
"john stover","4800030","2010-2011","tx","North Hills Preparatory School","John Stover","3703990","2022","nc","Rockingham County Schools","Mr John O Stover III"
"john thomas","1800690","2012, 2014-2017","in","North Harrison Com School Corp","Mr John Thomas","1718450","2018-2020","il","Harvey Sd 152","John F Thomas"
"john thomas","1800690","2012, 2014-2017","in","North Harrison Com School Corp","Mr John Thomas","1731140","2017","il","Pembroke Ccsd 259","Mr. John Thomas"
"john thomas","1800690","2012, 2014-2017","in","North Harrison Com School Corp","Mr John Thomas","3904769","2019","oh","West Holmes Local","John E. Thomas"
"john thomas","1800690","2012, 2014-2017","in","North Harrison Com School Corp","Mr John Thomas","3904941","2023","oh","Clear Fork Valley Local","John E. Thomas"
"john thomas","1800690","2012, 2014-2017","in","North Harrison Com School Corp","Mr John Thomas","3904945","2018","oh","Madison Local","John E. Thomas"
"john thomas","4202130","2008","pa","Aliquippa SD","JOHN THOMAS","1718450","2018-2020","il","Harvey Sd 152","John F Thomas"
"john thomas","4202130","2008","pa","Aliquippa SD","JOHN THOMAS","1731140","2017","il","Pembroke Ccsd 259","Mr. John Thomas"
"john thomas","4202130","2008","pa","Aliquippa SD","JOHN THOMAS","1738970","2011","il","Thornton Twp Hsd 205","John F Thomas"
